"track","artist","stream_on_youtube","stream_on_spotify"
"Hold On To The Nights","Richard Marx","0","20504751"
"Rock And Roll Music","Chuck Berry","0","14356541"
"El Plan Maestro","Rubén Blades","0","1522020"
"Nothing Even Matters (feat. D'Angelo)","Ms. Lauryn Hill","0","69682284"
"Gimme Tha Power","Molotov","0","175808580"
"Beautiful Mistakes (feat. Megan Thee Stallion)","Megan Thee Stallion","0","562537258"
"Déjame llorar","Ricardo Montaner","0","56307695"
"Amor En Silencio","Los Rehenes","0","19122028"
"Wild One","Faith Hill","0","23865551"
"Y te vas","José Luis Perales","0","21910732"
"Numb","Khalid","0","203066841"
"Rich Man","Little Big Town","0","2640381"
"Rich Girl","Daryl Hall & John Oates","0","420228876"
"Transmaniacon MC","Blue Öyster Cult","0","2952541"
"Lisboa-Madrid","Jorge Drexler","0","8953792"
"Happy Holiday / The Holiday Season","Andy Williams","0","87187126"
"Tere Liye","Roop Kumar Rathod","0","22405489"
"The Winner Takes It All","ABBA","0","295039369"
"Day Dreaming","Aretha Franklin","0","31691742"
"(Everything I Do) I Do It For You","Bryan Adams","0","464434163"
"The Blue Wrath","I Monster","0","3040501"
"Turandot / Act 3: Nessun dorma!","London Philharmonic Orchestra","0","2369120"
"San Francisco Days","Chris Isaak","0","20407957"
"El Triste","José José","0","177816524"
"Si No Le Contesto","Plan B","0","202160300"
"Got To Have It","Method Man","0","28648716"
"Cruzando el Puente","Los Cadetes De Linares","0","14658092"
"Besos En La Boca","Hector & Tito","0","3044814"
"Testify","Rage Against The Machine","0","112624144"
"Super Sonic Racing","SEGA SOUND TEAM","0","6138669"
"Changes","2Pac","0","411056377"
"Endless Love (with Mariah Carey)","Luther Vandross","0","79452574"
"In For It","Tory Lanez","0","76686049"
"Borderline","Bob Sinclar","0","6544167"
"Se Te Hizo Tarde","Ñejo","0","48554551"
"Thendral Vanthu Theendumbothu","Ilaiyaraaja","0","20006525"
"40 Oz.","D12","0","11250707"
"Rapp Snitch Knishes feat. Mr. Fantastik","MF DOOM","0","144822002"
"I Can't Go for That (No Can Do)","Daryl Hall & John Oates","0","106375206"
"Dreams","Beck","0","68945635"
"Keep It Comin' Love","KC & The Sunshine Band","0","13293955"
"Swear It Again - Radio Edit","Westlife","0","107258666"
"The Flower Garden","Joe Hisaishi","0","28970977"
"Sweet Caroline","Dimitri Vegas & Like Mike","0","4096818"
"Chak De India","Salim–Sulaiman","0","9329698"
"Back That Up To The Beat - demo version","Madonna","0","7165771"
"Every Rose Has Its Thorn - Remastered 2003","Poison","0","253464908"
"Gangsta's Paradise (Re-Recorded Version)","Coolio","0","23168204"
"Nada Valgo Sin Tu Amor","Juanes","0","111397248"
"Do You Believe In Love","Huey Lewis & The News","0","39398952"
"Carrying Your Love With Me","George Strait","0","111639862"
"Era um Garoto, Que Como Eu, Amava os Beatles e os Rolling Stones","Engenheiros Do Hawaii","0","43706609"
"Highway Don't Care","Tim McGraw","0","181883072"
"Leña de pirul","Banda Machos","0","25212507"
"If You Leave Me Now (feat. Boyz II Men)","Boyz II Men","0","47292906"
"Go With The Flow","Queens of the Stone Age","0","147157433"
"My Love (feat. T.I.)","Justin Timberlake","0","281038411"
"Girl, You'll Be A Woman Soon","Neil Diamond","0","43661041"
"Them Bones (2022 Remaster)","Alice In Chains","0","105831963"
"Freed From Desire","Gala","0","268454014"
"U Remind Me","Usher","0","293449959"
"Una Pagina Mas","Los Cadetes De Linares","0","57158105"
"Maari Thara Local (From ""Maari"") - Here Comes Maari","Vijay Yesudas","0","15809664"
"Stand by Me - Live at the Late Show with David Letterman","Tracy Chapman","0","44060055"
"Down On The Corner","Creedence Clearwater Revival","0","303815108"
"Gravity Rides Everything","Modest Mouse","0","23729166"
"Lost on You","LP","0","629760955"
"9Pm (Till I Come)","ATB","0","90150683"
"Baby","Caetano Veloso","0","11345192"
"So High","LX","0","2201903"
"From You","Bonobo","0","10251667"
"Pussy & Millions (feat. Travis Scott)","21 Savage","0","119787835"
"Change the World","Eric Clapton","0","138183118"
"on my way","Luciano","0","6828059"
"Real Talk","Outlawz","0","14823445"
"Minuet in A major, D. 334","Franz Schubert","0","28023768"
"Aventura (feat. Marcela Morelo)","Abel Pintos","0","28953239"
"Call Me The Breeze","J.J. Cale","0","43843415"
"Inevitable","Shakira","0","220084336"
"Sex In The Porsche (and PARTYNEXTDOOR)","Diddy","0","4208738"
"Dead!","My Chemical Romance","0","137627792"
"Dependente","Sorriso Maroto","0","53697433"
"Himno A La Alegría","Antonio Orozco","0","21257546"
"Where Do I Begin - Love Theme from ""Love Story""","Andy Williams","0","24578157"
"Requiem in D Minor, K. 626: 3. Sequentia: Rex tremendae - Live","Claudio Abbado","0","3259464"
"Good Good Father","Chris Tomlin","0","154037673"
"Three Little Birds","Prezioso","0","3836397"
"Cancer","My Chemical Romance","0","138237271"
"First Love - 2022 Mix","Hikaru Utada","0","5142743"
"Uptown Girl","Billy Joel","0","621088349"
"To Believe","The Cinematic Orchestra","0","14605197"
"Bachata Rosa","Juan Luis Guerra 4.40","0","78362635"
"Brown Eyes","Destiny's Child","0","58606013"
"Tesouro Do Pirata","Tchakabum","0","1940826"
"The Panties","Mos Def","0","8130120"
"1, 2 Many","Brooks & Dunn","0","142046437"
"Just Say Yes","Snow Patrol","0","72665878"
"Simplemente Amigos","Ana Gabriel","0","149593093"
"Estrechez De Corazón","Los Prisioneros","0","126078416"
"Erbody But Me","Tech N9ne","0","65038713"
"Temptation","Diana Krall","0","19916906"
"I Feel Free","Cream","0","45758540"
"Gospel (with Eminem)","Dr. Dre","0","54127300"
"My Paper Heart","The All-American Rejects","0","16412965"
"A Veces Bien Y A Veces Mal","Ricky Martin","0","17627274"
"You're the Inspiration - 2006 Remaster","Chicago","0","263263996"
"Siguiendo la Luna - Remasterizado 2008","Los Fabulosos Cadillacs","0","141022900"
"Mud on the Tires","Brad Paisley","0","95439261"
"Believer - Kaskade Remix","Kaskade","0","53456513"
"The Pretender","Foo Fighters","0","589718293"
"The Last of Us","Gustavo Santaolalla","0","49927881"
"I've Got My Love To Keep Me Warm","Louis Armstrong","0","18144945"
"Piano Man","Billy Joel","0","676661762"
"Cyber Space 1-2: Flowing","SEGA SOUND TEAM","0","498071"
"Grandes Coisas - Ao Vivo","Fernandinho","0","56801078"
"Don't Stand So Close To Me","The Police","0","139266734"
"Suite No. 3 in D Major, BWV 1068: II. Air","Herbert von Karajan","0","37292776"
"Por Ella (with José José)","José Feliciano","0","10055408"
"Ingobernable","Gipsy Kings","0","125262764"
"Somebody's Crying","Chris Isaak","0","11937263"
"I WANNA BE YOUR SLAVE (with Iggy Pop)","Iggy Pop","0","18365942"
"c!ao (feat. Rondodasosa)","thasup","0","23046692"
"Working Class Hero - Remastered 2010","John Lennon","0","34972418"
"Smooth Operator - Single Version","Sade","0","218772526"
"Beautiful People (feat. Khalid)","Khalid","0","1241240312"
"Miami","Will Smith","0","288472630"
"No Body","Blake Shelton","0","9767667"
"Validée","Booba","0","62240663"
"Azul","Zoé","0","155459325"
"Breezin'","George Benson","0","41148706"
"Fugidinha","Exaltasamba","0","28245535"
"52 Non Stop Dilbar Dilbar Remix(Remix By Kedrock,Sd Style)","Mika Singh","0","23128326"
"Snap Yo Fingers","Lil Jon","0","151540966"
"Better Day (feat. Nile Rodgers & Josh Barry)","Nile Rodgers","0","6602232"
"Historia de un Amor","Los Panchos","0","22910729"
"Notorious Thugs - 2014 Remaster","The Notorious B.I.G.","0","193681748"
"Dramamine","Modest Mouse","0","31439412"
"Kabira (Encore)","Harshdeep Kaur","0","33868954"
"A Whiter Shade of Pale","Annie Lennox","0","45353823"
"Rock This Party - Everybody Dance Now","Bob Sinclar","0","85941513"
"It's Not Unusual","Tom Jones","0","178217279"
"The Remedy (I Won't Worry)","Jason Mraz","0","58417908"
"All Gone (Aftermath)","Gustavo Santaolalla","0","6943922"
"Now We Are Free - From ""Gladiator"" Soundtrack","Lisa Gerrard","0","185314083"
"Symphony No. 5 In C Sharp Minor: IV. Adagietto. Sehr langsam","Wiener Philharmoniker","0","8404944"
"Heavy Soul","The Black Keys","0","17674653"
"Oru Kaathilola","Sujatha","0","4935139"
"Funeral Derangements","Ice Nine Kills","0","15905112"
"Dinosaur","Theory of a Deadman","0","1432119"
"A Groovy Kind of Love","Phil Collins","0","105253846"
"Vurdum","Ati242","0","3845232"
"Freedom! '90 - Remastered","George Michael","0","202918470"
"Valentine's Mashup 2019","Himesh Reshammiya","0","55399812"
"The Anthem","Good Charlotte","0","326736927"
"Mean To Me","Crowded House","0","14676981"
"The Streets of Whiterun","Jeremy Soule","0","21226373"
"Faded Pictures","Joe","0","48429019"
"Terra de Gigantes","Engenheiros Do Hawaii","0","24967915"
"Nas Ne Dagoniat","t.A.T.u.","0","10601724"
"Walking On The Moon","The Police","0","108649585"
"Park Bench Blues (feat. Curren$y)","Curren$y","0","846825"
"Function","E-40","0","33993978"
"Wonder Woman","John Legend","0","14624071"
"These Days","Jackson Browne","0","32954129"
"We Are The World - Live","Luciano Pavarotti","0","48806476"
"Amor y Control","Rubén Blades","0","69727565"
"Take Me Home, Country Roads","John Denver","0","677814503"
"Que Sea","Joan Sebastian","0","103018895"
"BREAK MY SOUL","Beyoncé","0","276384322"
"Ghetto Cowboy","Bone Thugs-N-Harmony","0","25378771"
"Fake Empire","The National","0","51832843"
"Here With Me","Dido","0","116937940"
"NoPlaceLikeHome","surrenderdorothy","0","4686334"
"Que Nadie Sepa","Cardenales De Nuevo León","0","67700052"
"Up Down (Do This All Day) (feat. B.o.B)","T-Pain","0","208141960"
"How Do You Do!","Roxette","0","77472013"
"Ready or Not","Wyclef Jean","0","270271722"
"Stop! In The Name Of Love - Single Version","The Supremes","0","104432224"
"Love","Zoé","0","151880660"
"Si no te tengo a ti","Hombres G","0","53498466"
"I Feel Love - 12"" Version","Donna Summer","0","84463761"
"Mit Dir","Sido","0","70676933"
"El Pavido Navido - En Vivo Desde Delfos, Guadalajara/2002","Valentín Elizalde","0","37551157"
"Attitude","Misfits","0","11395581"
"No More Mr. Nice Guy","Alice Cooper","0","54140747"
"Fell In Love With a Girl","The White Stripes","0","186078868"
"Who Shot Ya? - 2005 Remaster","The Notorious B.I.G.","0","154767780"
"Carnaval, Op. 9: No. 12. Chopin","Robert Schumann","0","3805433"
"Mudshovel","Staind","0","99161879"
"Manmadhane Nee","Sadhana Sargam","0","12833849"
"The First Taste","Fiona Apple","0","10260678"
"Superman","Roger","0","290760"
"Juicy - 2005 Remaster","The Notorious B.I.G.","0","619944753"
"Losing a Whole Year","Third Eye Blind","0","19608545"
"Time","Billy Ray Cyrus","0","690313"
"Where The Streets Have No Name - Remastered","U2","0","141713043"
"Tiny Dancer","Elton John","0","606925181"
"Doo Wop (That Thing)","Ms. Lauryn Hill","0","327451076"
"Heart Of Glass - Remix","Blondie","0","131680346"
"Refém do Coração / O Amor Não Tem Culpa / S.O.S Paixão / Resumo de Felicidade","Sorriso Maroto","0","41383319"
"The Imitation Game","Alexandre Desplat","0","57771490"
"Part II","Method Man","0","45426822"
"Spillways [Feat. Joe Elliott]","Def Leppard","0","679186"
"Girls Go Wild","LP","0","65004487"
"Primavera","Ludovico Einaudi","0","85582447"
"Come Back Song","Darius Rucker","0","56266408"
"Graveto - Ao Vivo","Péricles","0","7945190"
"Que Locura Enamorarme De Ti","Eddie Santiago","0","185213608"
"You Can't Hurry Love","The Supremes","0","365998053"
"Not Yet","Gavin Greenaway","0","4115973"
"Someone Somewhere (In Summertime)","Simple Minds","0","22544525"
"Mentía","Miranda!","0","43179629"
"More Than a Feeling","Boston","0","632278059"
"I Get Along Without You Very Well (Except Sometimes) - Vocal Version","Chet Baker","0","40361101"
"Juguete","Angel Y Khriz","0","6380117"
"On The Radio","Donna Summer","0","45514560"
"Heads Will Roll","Yeah Yeah Yeahs","0","202151628"
"Nila Adhu Vanathumele","Ilaiyaraaja","0","4816441"
"What's Luv? (feat. Ja-Rule & Ashanti)","Fat Joe","0","302190799"
"Leave A Little Love","Alesso","0","86800487"
"Dirrty (feat. Redman)","Christina Aguilera","0","190423840"
"Amor Sin Palabras","Los Caminantes","0","35632240"
"Nights Over Egypt - Masters At Work Main Mix","Kenny Dope","0","1121957"
"Feliz Feliz","Mi Banda El Mexicano","0","92848591"
"Jamás","Camilo Sesto","0","60825632"
"Gettin' Jiggy Wit It","Will Smith","0","283395621"
"Holiday","Green Day","0","215950182"
"High Everyday - Screwed","South Park Mexican","0","11727644"
"I Need You","M83","0","45604833"
"Turn Me On (feat. Vula)","Oliver Heldens","0","344347152"
"Vilarejo","Marisa Monte","0","40104282"
"El Presente (Unplugged) (En Vivo)","Julieta Venegas","0","25125706"
"Touch The Sky","Hillsong UNITED","0","105038362"
"Aaja Nachle","Salim–Sulaiman","0","9494302"
"Chau","No Te Va Gustar","46119366","72368870"
"Lose Control (feat. Ciara & Fat Man Scoop)","Missy Elliott","0","175477763"
"Boys 'Round Here (feat. Pistol Annies & Friends)","Blake Shelton","0","166728364"
"My Favourite Things","Tony Bennett","0","23900862"
"Cherry Bomb","John Mellencamp","0","49674025"
"Wenn wir kommen","Bushido","0","16411274"
"Ámame Hasta Con Los Dientes","Timbiriche","0","35053685"
"225 - Tanz mit der Giftschlange - Teil 10","TKKG","0","339007"
"Tom Sawyer","Rush","0","254851357"
"Welcome Back","Mase","0","23548197"
"16 Waltzes, Op. 39 (Version for Piano Duet): No. 15 in A-Flat Major","Johannes Brahms","0","10241974"
"Po Nee Po - The Pain of Love","Mohit Chauhan","0","33854361"
"1979 - Remastered 2012","The Smashing Pumpkins","0","442492780"
"The Sweet Escape","Gwen Stefani","0","439025743"
"Bad, Bad Leroy Brown","Jim Croce","0","88377813"
"Que c'est triste Venise","Charles Aznavour","0","17230945"
"Gold Digger","Kanye West","0","853381478"
"La suegra","Banda Machos","0","17707483"
"Mädchen auf dem Pferd (feat. Fabian Buch)","Bibi und Tina","0","14736441"
"The Goonies 'R' Good Enough - From ""The Goonies"" Soundtrack","Cyndi Lauper","0","28447124"
"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio","Claudio Abbado","0","20932151"
"Stay on Your Grind - Screwed","South Park Mexican","0","12447074"
"The Partisan","Leonard Cohen","0","23961540"
"Cajun Moon","J.J. Cale","0","16799167"
"Who Are You","The Who","0","167123129"
"Visite nuestro bar","Hombres G","0","35744541"
"Oh Yes","Juelz Santana","0","7306930"
"Christmas Dream","Perry Como","0","8367582"
"Del Mar","Sia","0","300286185"
"You're All I Need To Get By","Marvin Gaye","0","55208812"
"We Three Kings - Remastered 2006","Ella Fitzgerald","0","8456463"
"Thunder","Prezioso","0","353138077"
"Isn't She Lovely","Stevie Wonder","0","57507881"
"YYZ","Rush","0","41179962"
"Fuerte No Soy","Intocable","0","187296085"
"Jigsaw Falling Into Place","Radiohead","0","79367881"
"Machete","Héctor ""El Father""","0","9272594"
"Suspicious Minds","Elvis Presley","0","355940570"
"Junile Nilamazhayil","K. J. Yesudas","0","5179302"
"Pink Houses","John Mellencamp","0","77438972"
"La valse d'Amélie - Version orchestre","Yann Tiersen","0","31844186"
"I Don't Need Your Rockin' Chair - Version w/special guests","Alan Jackson","0","55448105"
"Clave 7","Los Invasores De Nuevo León","0","25000805"
"El Hijo Desobediente","Antonio Aguilar","0","57113985"
"Hey, Soul Sister","Train","0","1153629875"
"Congratulations","MGMT","0","54235110"
"Yorgun Demokrat","Ahmet Kaya","0","21675945"
"Grey Street","Dave Matthews Band","0","18460782"
"Kapitel 11: Der Hexenbesenausflug (Folge 146)","Bibi Blocksberg","0","283140"
"A Little Piece of Heaven","Avenged Sevenfold","0","148352053"
"Tchau e Bença - Live From Brazil / 2007","Exaltasamba","0","30255260"
"A Qué Le Tiramos","Bronco","0","54248049"
"The Best","Tina Turner","0","181359966"
"Thank You For Loving Me","Bon Jovi","0","78748335"
"Que Nadie Sepa Mi Sufrir","Julio Jaramillo","0","8966589"
"La Pachanga","Vilma Palma e Vampiros","0","125696475"
"Nachde Ne Saare","Harshdeep Kaur","0","34075686"
"Sevdim Seni Bir Kere","Teoman","0","12064288"
"Say You, Say Me","Lionel Richie","0","207662812"
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)","Machine Gun Kelly","0","382579404"
"Close","Nick Jonas","0","501582439"
"Baby Can I Hold You","Tracy Chapman","0","246317260"
"Tu Calorro","Estopa","0","79802096"
"Trátame Suavemente - Remasterizado 2007","Soda Stereo","0","217881003"
"Move Your Feet / D.A.N.C.E. / It's A Sunshine Day","Gwen Stefani","0","76704310"
"Maldito Corazón","Rafaga","0","18501747"
"Say You'll Be Mine","Christopher Cross","0","4933080"
"Godzilla (feat. Juice WRLD)","Eminem","0","1072650382"
"P power (feat. Drake)","Gunna","0","125249056"
"Morning Sun","Robin Thicke","0","21709741"
"B.O.B. - Bombs Over Baghdad","Outkast","0","81911624"
"Girls Need Love (V-Mix)","Vedo","0","33208320"
"Amargo Adiós","Inspector","0","216747077"
"Regulate","Warren G","0","411882177"
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit","Riton","0","793885325"
"We Will Rock You - Remastered 2011","Queen","0","988607964"
"Amarte Mas No Pude","Diomedes Diaz","0","27692702"
"Aunque no sea conmigo","Andrés Calamaro","0","139132047"
"Kya Hua Tera Vada (From ""Hum Kisise Kum Naheen"")","Mohammed Rafi","0","14426422"
"I Want You To Love Me","Fiona Apple","0","21461125"
"Psycho Pass","Xavier Wulf","0","109901131"
"A Face In The Crowd","Tom Petty","0","14150368"
"Céu Azul - Ao Vivo","Charlie Brown Jr.","0","70150387"
"Bella Ciao","Hardwell","0","88737850"
"Dreams Never End - 2015 Remaster","New Order","0","16721240"
"Noche De Entierro","Wisin & Yandel","0","139147141"
